Brand,SKU10,DemandCustomer,Year,Quarter,Month_No,Week_No,Sales,W_Nielsen
ARW,62338-91101,ALL OTHERS - US,2016,2,6,25,1917,0
ARW,62338-91101,ALL OTHERS - US,2016,2,6,26,2283,0
ARW,62338-91101,ALL OTHERS - US,2016,3,7,27,535,0
ARW,62338-91101,ALL OTHERS - US,2016,3,7,28,1472,0
ARW,62338-91101,ALL OTHERS - US,2016,3,7,29,743,0
ARW,62338-91101,ALL OTHERS - US,2016,3,7,30,2909,0
ARW,62338-91101,ALL OTHERS - US,2016,3,8,31,752,0
ARW,62338-91101,ALL OTHERS - US,2016,3,8,32,1475,0
ARW,62338-91101,ALL OTHERS - US,2016,3,8,33,756,0
ARW,62338-91101,ALL OTHERS - US,2016,3,8,34,1069,0
ARW,62338-91101,ALL OTHERS - US,2016,3,9,35,1000,0
ARW,62338-91101,ALL OTHERS - US,2016,3,9,36,945,0
ARW,62338-91101,ALL OTHERS - US,2016,3,9,37,1317,0
ARW,62338-91101,ALL OTHERS - US,2016,3,9,38,1668,0
ARW,62338-91101,ALL OTHERS - US,2016,3,9,39,2613,0
ARW,62338-91101,ALL OTHERS - US,2016,4,10,40,1184,0
ARW,62338-91101,ALL OTHERS - US,2016,4,10,41,1082,0
ARW,62338-91101,ALL OTHERS - US,2016,4,10,42,1053,0
ARW,62338-91101,ALL OTHERS - US,2016,4,10,43,1015,0
ARW,62338-91101,ALL OTHERS - US,2016,4,11,44,1946,0
ARW,62338-91101,ALL OTHERS - US,2016,4,11,45,1439,0
ARW,62338-91101,ALL OTHERS - US,2016,4,11,46,1371,0
ARW,62338-91101,ALL OTHERS - US,2016,4,11,47,813,0
ARW,62338-91101,ALL OTHERS - US,2016,4,12,48,1301,0
ARW,62338-91101,ALL OTHERS - US,2016,4,12,49,937,0
ARW,62338-91101,ALL OTHERS - US,2016,4,12,50,1370,0
ARW,62338-91101,ALL OTHERS - US,2016,4,12,51,1937,0
ARW,62338-91101,ALL OTHERS - US,2016,4,12,52,2213,0
ARW,62338-91101,ALL OTHERS - US,2017,1,1,1,494,0
ARW,62338-91101,ALL OTHERS - US,2017,1,1,2,292,0
ARW,62338-91101,ALL OTHERS - US,2017,1,1,3,535,0
ARW,62338-91101,ALL OTHERS - US,2017,1,1,4,1586,0
ARW,62338-91101,ALL OTHERS - US,2017,1,2,5,2335,0
ARW,62338-91101,ALL OTHERS - US,2017,1,2,6,840,0
ARW,62338-91101,ALL OTHERS - US,2017,1,2,7,580,0
ARW,62338-91101,ALL OTHERS - US,2017,1,2,8,671,0
ARW,62338-91101,ALL OTHERS - US,2017,1,3,9,2468,0
ARW,62338-91101,ALL OTHERS - US,2017,1,3,10,1880,0
ARW,62338-91101,ALL OTHERS - US,2017,1,3,11,1334,0
ARW,62338-91101,ALL OTHERS - US,2017,1,3,12,2302,0
ARW,62338-91101,ALL OTHERS - US,2017,1,3,13,2056,0
ARW,62338-91101,ALL OTHERS - US,2017,2,4,14,974,0
ARW,62338-91101,ALL OTHERS - US,2017,2,4,15,748,0
ARW,62338-91101,ALL OTHERS - US,2017,2,4,16,2105,0
ARW,62338-91101,ALL OTHERS - US,2017,2,4,17,1085,0
ARW,62338-91101,ALL OTHERS - US,2017,2,5,18,864,0
ARW,62338-91101,ALL OTHERS - US,2017,2,5,19,1394,0
ARW,62338-91101,ALL OTHERS - US,2017,2,5,20,1290,0
ARW,62338-91101,ALL OTHERS - US,2017,2,5,21,2286,0
ARW,62338-91101,ALL OTHERS - US,2017,2,6,22,1862,0
ARW,62338-91101,ALL OTHERS - US,2017,2,6,23,851,0
ARW,62338-91101,ALL OTHERS - US,2017,2,6,24,967,0
ARW,62338-91101,ALL OTHERS - US,2017,2,6,25,790,0
ARW,62338-91101,ALL OTHERS - US,2017,2,6,26,1626,0
ARW,62338-91101,ALL OTHERS - US,2017,3,7,27,871,0
ARW,62338-91101,ALL OTHERS - US,2017,3,7,28,1330,0
ARW,62338-91101,ALL OTHERS - US,2017,3,7,29,987,0
ARW,62338-91101,ALL OTHERS - US,2017,3,7,30,869,0
ARW,62338-91101,ALL OTHERS - US,2017,3,8,31,860,0
ARW,62338-91101,ALL OTHERS - US,2017,3,8,32,1177,0
ARW,62338-91101,ALL OTHERS - US,2017,3,8,33,1299,0
ARW,62338-91101,ALL OTHERS - US,2017,3,8,34,773,0
ARW,62338-91101,ALL OTHERS - US,2017,3,9,35,1748,0
ARW,62338-91101,ALL OTHERS - US,2017,3,9,36,701,0
ARW,62338-91101,ALL OTHERS - US,2017,3,9,37,904,0
ARW,62338-91101,ALL OTHERS - US,2017,3,9,38,1284,0
ARW,62338-91101,ALL OTHERS - US,2017,3,9,39,1144,0
ARW,62338-91101,ALL OTHERS - US,2017,4,10,40,676,0
ARW,62338-91101,ALL OTHERS - US,2017,4,10,41,1470,0
ARW,62338-91101,ALL OTHERS - US,2017,4,10,42,1380,0
ARW,62338-91101,ALL OTHERS - US,2017,4,10,43,1107,0
ARW,62338-91101,ALL OTHERS - US,2017,4,11,44,1529,0
ARW,62338-91101,ALL OTHERS - US,2017,4,11,45,923,0
ARW,62338-91101,ALL OTHERS - US,2017,4,11,46,932,0
ARW,62338-91101,ALL OTHERS - US,2017,4,11,47,336,0
ARW,62338-91101,ALL OTHERS - US,2017,4,12,48,1151,0
ARW,62338-91101,ALL OTHERS - US,2017,4,12,49,1033,0
ARW,62338-91101,ALL OTHERS - US,2017,4,12,50,1685,0
ARW,62338-91101,ALL OTHERS - US,2017,4,12,51,1927,0
ARW,62338-91101,ALL OTHERS - US,2017,4,12,52,2379,0
ARW,62338-91101,ALL OTHERS - US,2018,1,1,1,127,0
ARW,62338-91101,ALL OTHERS - US,2018,1,1,2,866,0
ARW,62338-91101,ALL OTHERS - US,2018,1,1,3,1564,0
ARW,62338-91101,ALL OTHERS - US,2018,1,1,4,542,0
ARW,62338-91101,ALL OTHERS - US,2018,1,2,5,928,0
ARW,62338-91101,ALL OTHERS - US,2018,1,2,6,1188,0
ARW,62338-91101,ALL OTHERS - US,2018,1,2,7,765,0
ARW,62338-91101,ALL OTHERS - US,2018,1,2,8,1665,0
ARW,62338-91101,ALL OTHERS - US,2018,1,3,9,1114,0
ARW,62338-91101,ALL OTHERS - US,2018,1,3,10,856,0
ARW,62338-91101,ALL OTHERS - US,2018,1,3,11,792,0
ARW,62338-91101,ALL OTHERS - US,2018,1,3,12,875,0
ARW,62338-91101,ALL OTHERS - US,2018,1,3,13,1052,0
ARW,62338-91101,ALL OTHERS - US,2018,2,4,14,1276,0
ARW,62338-91101,ALL OTHERS - US,2018,2,4,15,1066,0
ARW,62338-91101,ALL OTHERS - US,2018,2,4,16,1270,0
ARW,62338-91101,ALL OTHERS - US,2018,2,4,17,724,0
ARW,62338-91101,ALL OTHERS - US,2018,2,5,18,719,0
ARW,62338-91101,ALL OTHERS - US,2018,2,5,19,923,0
ARW,62338-91101,ALL OTHERS - US,2018,2,5,20,1387,0
ARW,62338-91101,ALL OTHERS - US,2018,2,5,21,1515,0
ARW,62338-91101,ALL OTHERS - US,2018,2,6,22,1796,0
ARW,62338-91101,ALL OTHERS - US,2018,2,6,23,926,0
ARW,62338-91101,ALL OTHERS - US,2018,2,6,24,1065,0
ARW,62338-91101,ALL OTHERS - US,2018,2,6,25,1748,0
ARW,62338-91101,ALL OTHERS - US,2018,2,6,26,1139,0
ARW,62338-91101,ALL OTHERS - US,2018,3,7,27,1352,0
ARW,62338-91101,ALL OTHERS - US,2018,3,7,28,954,0
ARW,62338-91101,ALL OTHERS - US,2018,3,7,29,486,0
ARW,62338-91101,ALL OTHERS - US,2018,3,7,30,977,0
ARW,62338-91101,ALL OTHERS - US,2018,3,8,31,731,0
ARW,62338-91101,ALL OTHERS - US,2018,3,8,32,698,0
ARW,62338-91101,ALL OTHERS - US,2018,3,8,33,1071,0
ARW,62338-91101,ALL OTHERS - US,2018,3,8,34,1499,0
ARW,62338-91101,ALL OTHERS - US,2018,3,9,35,1596,0
ARW,62338-91101,ALL OTHERS - US,2018,3,9,36,688,0
ARW,62338-91101,ALL OTHERS - US,2018,3,9,37,1059,0
ARW,62338-91101,ALL OTHERS - US,2018,3,9,38,1328,0
ARW,62338-91101,ALL OTHERS - US,2018,3,9,39,1157,0
ARW,62338-91101,ALL OTHERS - US,2018,4,10,40,542,0
ARW,62338-91101,ALL OTHERS - US,2018,4,10,41,892,0
ARW,62338-91101,ALL OTHERS - US,2018,4,10,42,977,0
ARW,62338-91101,ALL OTHERS - US,2018,4,10,43,839,0
ARW,62338-91101,ALL OTHERS - US,2018,4,11,44,1211,0
ARW,62338-91101,ALL OTHERS - US,2018,4,11,45,841,0
ARW,62338-91101,ALL OTHERS - US,2018,4,11,46,802,0
ARW,62338-91101,ALL OTHERS - US,2018,4,11,47,682,0
ARW,62338-91101,ALL OTHERS - US,2018,4,12,48,1327,0
ARW,62338-91101,ALL OTHERS - US,2018,4,12,49,1029,0
ARW,62338-91101,ALL OTHERS - US,2018,4,12,50,1231,0
ARW,62338-91101,ALL OTHERS - US,2018,4,12,51,2355,0
ARW,62338-91101,ALL OTHERS - US,2018,4,12,52,1225,0
ARW,62338-91101,ALL OTHERS - US,2019,1,1,1,990,0
ARW,62338-91101,ALL OTHERS - US,2019,1,1,2,663,0
ARW,62338-91101,ALL OTHERS - US,2019,1,1,3,675,0
ARW,62338-91101,ALL OTHERS - US,2019,1,1,4,1559,0
ARW,62338-91101,ALL OTHERS - US,2019,1,2,5,1578,0
ARW,62338-91101,ALL OTHERS - US,2019,1,2,6,940,0
ARW,62338-91101,ALL OTHERS - US,2019,1,2,7,722,0
ARW,62338-91101,ALL OTHERS - US,2019,1,2,8,927,0
ARW,62338-91101,ALL OTHERS - US,2019,1,3,9,817,0
ARW,62338-91101,ALL OTHERS - US,2019,1,3,10,792,0
ARW,62338-91101,ALL OTHERS - US,2019,1,3,11,782,0
ARW,62338-91101,ALL OTHERS - US,2019,1,3,12,977,0
ARW,62338-91101,ALL OTHERS - US,2019,1,3,13,1751,0
ARW,62338-91101,ALL OTHERS - US,2019,2,4,14,564,0
ARW,62338-91101,ALL OTHERS - US,2019,2,4,15,973,0
ARW,62338-91101,ALL OTHERS - US,2019,2,4,16,0,0
ARW,62338-91101,ALL OTHERS - US,2019,2,4,17,0,0
ARW,62338-91101,ALL OTHERS - US,2019,2,5,18,0,0
ARW,62338-91101,ALL OTHERS - US,2019,2,5,19,0,0
ARW,62338-91101,ALL OTHERS - US,2019,2,5,20,0,0
ARW,62338-91101,ALL OTHERS - US,2019,2,5,21,0,0
ARW,62338-91101,ALL OTHERS - US,2019,2,6,22,0,0
ARW,62338-91101,ALL OTHERS - US,2019,2,6,23,0,0
ARW,62338-91101,ALL OTHERS - US,2019,2,6,24,0,0
ARW,62338-91101,ALL OTHERS - US,2019,2,6,25,0,0
ARW,62338-91101,ALL OTHERS - US,2019,2,6,26,0,0
ARW,62338-91101,ALL OTHERS - US,2019,3,7,27,0,0
ARW,62338-91101,ALL OTHERS - US,2019,3,7,28,0,0
ARW,62338-91101,ALL OTHERS - US,2019,3,7,29,0,0
ARW,62338-91101,ALL OTHERS - US,2019,3,7,30,0,0
ARW,62338-91101,ALL OTHERS - US,2019,3,8,31,0,0
ARW,62338-91101,ALL OTHERS - US,2019,3,8,32,0,0
ARW,62338-91101,ALL OTHERS - US,2019,3,8,33,0,0
ARW,62338-91101,ALL OTHERS - US,2019,3,8,34,0,0
ARW,62338-91101,ALL OTHERS - US,2019,3,9,35,0,0
ARW,62338-91101,ALL OTHERS - US,2019,3,9,36,0,0
ARW,62338-91101,ALL OTHERS - US,2019,3,9,37,0,0
ARW,62338-91101,ALL OTHERS - US,2019,3,9,38,0,0
ARW,62338-91101,ALL OTHERS - US,2019,3,9,39,0,0
ARW,62338-91101,ALL OTHERS - US,2019,4,10,40,0,0
ARW,62338-91101,ALL OTHERS - US,2019,4,10,41,0,0
ARW,62338-91101,ALL OTHERS - US,2019,4,10,42,0,0
ARW,62338-91101,ALL OTHERS - US,2019,4,10,43,0,0
ARW,62338-91101,ALL OTHERS - US,2019,4,11,44,0,0
ARW,62338-91101,ALL OTHERS - US,2019,4,11,45,0,0
ARW,62338-91101,ALL OTHERS - US,2019,4,11,46,0,0
ARW,62338-91101,ALL OTHERS - US,2019,4,11,47,0,0
ARW,62338-91101,ALL OTHERS - US,2019,4,12,48,0,0
ARW,62338-91101,ALL OTHERS - US,2019,4,12,49,0,0
ARW,62338-91101,ALL OTHERS - US,2019,4,12,50,0,0
ARW,62338-91101,ALL OTHERS - US,2019,4,12,51,0,0
ARW,62338-91101,ALL OTHERS - US,2019,4,12,52,0,0
ARW,62338-91101,ALL OTHERS - US,2020,1,1,1,0,0
ARW,62338-91101,ALL OTHERS - US,2020,1,1,2,0,0
ARW,62338-91101,ALL OTHERS - US,2020,1,1,3,0,0
ARW,62338-91101,ALL OTHERS - US,2020,1,1,4,0,0
ARW,62338-91101,ALL OTHERS - US,2020,1,2,5,0,0
ARW,62338-91101,ALL OTHERS - US,2020,1,2,6,0,0
ARW,62338-91101,ALL OTHERS - US,2020,1,2,7,0,0
ARW,62338-91101,ALL OTHERS - US,2020,1,2,8,0,0
ARW,62338-91101,ALL OTHERS - US,2020,1,3,9,0,0
ARW,62338-91101,ALL OTHERS - US,2020,1,3,10,0,0
ARW,62338-91101,ALL OTHERS - US,2020,1,3,11,0,0
ARW,62338-91101,ALL OTHERS - US,2020,1,3,12,0,0
ARW,62338-91101,ALL OTHERS - US,2020,1,3,13,0,0
ARW,62338-91101,ALL OTHERS - US,2020,2,4,14,0,0
ARW,62338-91101,ALL OTHERS - US,2020,2,4,15,0,0
ARW,62338-91101,ALL OTHERS - US,2020,2,4,16,0,0
ARW,62338-91101,ALL OTHERS - US,2020,2,4,17,0,0
ARW,62338-91101,ALL OTHERS - US,2020,2,5,18,0,0
ARW,62338-91101,ALL OTHERS - US,2020,2,5,19,0,0
ARW,62338-91101,ALL OTHERS - US,2020,2,5,20,0,0
ARW,62338-91101,ALL OTHERS - US,2020,2,5,21,0,0
ARW,62338-91101,ALL OTHERS - US,2020,2,6,22,0,0
ARW,62338-91101,ALL OTHERS - US,2020,2,6,23,0,0
ARW,62338-91101,ALL OTHERS - US,2020,2,6,24,0,0
ARW,62338-91101,ALL OTHERS - US,2020,2,6,25,0,0
ARW,62338-91101,ALL OTHERS - US,2020,2,6,26,0,0
ARW,62338-91101,ALL OTHERS - US,2020,3,7,27,0,0
ARW,62338-91101,ALL OTHERS - US,2020,3,7,28,0,0
ARW,62338-91101,ALL OTHERS - US,2020,3,7,29,0,0
ARW,62338-91101,ALL OTHERS - US,2020,3,7,30,0,0
ARW,62338-91101,ALL OTHERS - US,2020,3,8,31,0,0
ARW,62338-91101,ALL OTHERS - US,2020,3,8,32,0,0
ARW,62338-91101,ALL OTHERS - US,2020,3,8,33,0,0
ARW,62338-91101,ALL OTHERS - US,2020,3,8,34,0,0
ARW,62338-91101,ALL OTHERS - US,2020,3,9,35,0,0
ARW,62338-91101,ALL OTHERS - US,2020,3,9,36,0,0
ARW,62338-91101,ALL OTHERS - US,2020,3,9,37,0,0
ARW,62338-91101,ALL OTHERS - US,2020,3,9,38,0,0
ARW,62338-91101,ALL OTHERS - US,2020,3,9,39,0,0
ARW,62338-91101,ALL OTHERS - US,2020,4,10,40,0,0
ARW,62338-91101,ALL OTHERS - US,2020,4,10,41,0,0
ARW,62338-91101,ALL OTHERS - US,2020,4,10,42,0,0
ARW,62338-91101,ALL OTHERS - US,2020,4,10,43,0,0
ARW,62338-91101,ALL OTHERS - US,2020,4,11,44,0,0
ARW,62338-91101,ALL OTHERS - US,2020,4,11,45,0,0
ARW,62338-91101,ALL OTHERS - US,2020,4,11,46,0,0
ARW,62338-91101,ALL OTHERS - US,2020,4,11,47,0,0
ARW,62338-91101,ALL OTHERS - US,2020,4,12,48,0,0
ARW,62338-91101,ALL OTHERS - US,2020,4,12,49,0,0
ARW,62338-91101,ALL OTHERS - US,2020,4,12,50,0,0
ARW,62338-91101,ALL OTHERS - US,2020,4,12,51,0,0
ARW,62338-91101,ALL OTHERS - US,2020,4,12,52,0,0
ARW,62338-91101,ALL OTHERS - US,2020,4,12,53,0,0
ARW,62338-92944,ALL OTHERS - US,2015,1,1,1,102,0
ARW,62338-92944,ALL OTHERS - US,2015,1,1,2,2169,0
ARW,62338-92944,ALL OTHERS - US,2015,1,1,3,701,0
ARW,62338-92944,ALL OTHERS - US,2015,1,1,4,1173,0
ARW,62338-92944,ALL OTHERS - US,2015,1,2,5,743,0
ARW,62338-92944,ALL OTHERS - US,2015,1,2,6,408,0
ARW,62338-92944,ALL OTHERS - US,2015,1,2,7,1226,0
ARW,62338-92944,ALL OTHERS - US,2015,1,2,8,1275,0
ARW,62338-92944,ALL OTHERS - US,2015,1,3,9,1333,0
ARW,62338-92944,ALL OTHERS - US,2015,1,3,10,684,0
ARW,62338-92944,ALL OTHERS - US,2015,1,3,11,476,0
ARW,62338-92944,ALL OTHERS - US,2015,1,3,12,1020,0
ARW,62338-92944,ALL OTHERS - US,2015,1,3,13,854,0
ARW,62338-92944,ALL OTHERS - US,2015,2,4,14,1358,0
ARW,62338-92944,ALL OTHERS - US,2015,2,4,15,1681,0
ARW,62338-92944,ALL OTHERS - US,2015,2,4,16,1096,0
ARW,62338-92944,ALL OTHERS - US,2015,2,4,17,1092,0
ARW,62338-92944,ALL OTHERS - US,2015,2,5,18,1064,0
ARW,62338-92944,ALL OTHERS - US,2015,2,5,19,1083,0
ARW,62338-92944,ALL OTHERS - US,2015,2,5,20,1100,0
ARW,62338-92944,ALL OTHERS - US,2015,2,5,21,866,0
ARW,62338-92944,ALL OTHERS - US,2015,2,6,22,1551,0
ARW,62338-92944,ALL OTHERS - US,2015,2,6,23,1398,0
ARW,62338-92944,ALL OTHERS - US,2015,2,6,24,1065,0
ARW,62338-92944,ALL OTHERS - US,2015,2,6,25,965,0
ARW,62338-92944,ALL OTHERS - US,2015,2,6,26,1374,0
ARW,62338-92944,ALL OTHERS - US,2015,3,7,27,1398,0
ARW,62338-92944,ALL OTHERS - US,2015,3,7,28,1354,0
ARW,62338-92944,ALL OTHERS - US,2015,3,7,29,2079,0
ARW,62338-92944,ALL OTHERS - US,2015,3,7,30,1169,0
ARW,62338-92944,ALL OTHERS - US,2015,3,8,31,846,0
ARW,62338-92944,ALL OTHERS - US,2015,3,8,32,1222,0
ARW,62338-92944,ALL OTHERS - US,2015,3,8,33,722,0
ARW,62338-92944,ALL OTHERS - US,2015,3,8,34,1194,0
ARW,62338-92944,ALL OTHERS - US,2015,3,9,35,1462,0
ARW,62338-92944,ALL OTHERS - US,2015,3,9,36,1244,0
ARW,62338-92944,ALL OTHERS - US,2015,3,9,37,1477,0
ARW,62338-92944,ALL OTHERS - US,2015,3,9,38,1880,0
ARW,62338-92944,ALL OTHERS - US,2015,3,9,39,1714,0
ARW,62338-92944,ALL OTHERS - US,2015,4,10,40,1427,0
ARW,62338-92944,ALL OTHERS - US,2015,4,10,41,1393,0
ARW,62338-92944,ALL OTHERS - US,2015,4,10,42,1125,0
ARW,62338-92944,ALL OTHERS - US,2015,4,10,43,1866,0
ARW,62338-92944,ALL OTHERS - US,2015,4,11,44,1961,0
ARW,62338-92944,ALL OTHERS - US,2015,4,11,45,735,0
ARW,62338-92944,ALL OTHERS - US,2015,4,11,46,1164,0
ARW,62338-92944,ALL OTHERS - US,2015,4,11,47,1169,0
ARW,62338-92944,ALL OTHERS - US,2015,4,12,48,963,0
ARW,62338-92944,ALL OTHERS - US,2015,4,12,49,665,0
ARW,62338-92944,ALL OTHERS - US,2015,4,12,50,821,0
ARW,62338-92944,ALL OTHERS - US,2015,4,12,51,1739,0
ARW,62338-92944,ALL OTHERS - US,2015,4,12,52,1045,0
ARW,62338-92944,ALL OTHERS - US,2015,4,12,53,998,0
ARW,62338-92944,ALL OTHERS - US,2016,1,1,1,694,0
ARW,62338-92944,ALL OTHERS - US,2016,1,1,2,1855,0
ARW,62338-92944,ALL OTHERS - US,2016,1,1,3,1818,0
ARW,62338-92944,ALL OTHERS - US,2016,1,1,4,1373,0
ARW,62338-92944,ALL OTHERS - US,2016,1,2,5,1009,0
ARW,62338-92944,ALL OTHERS - US,2016,1,2,6,1351,0
ARW,62338-92944,ALL OTHERS - US,2016,1,2,7,741,0
ARW,62338-92944,ALL OTHERS - US,2016,1,2,8,1157,0
ARW,62338-92944,ALL OTHERS - US,2016,1,3,9,1557,0
ARW,62338-92944,ALL OTHERS - US,2016,1,3,10,2616,0
ARW,62338-92944,ALL OTHERS - US,2016,1,3,11,1784,0
ARW,62338-92944,ALL OTHERS - US,2016,1,3,12,1985,0
ARW,62338-92944,ALL OTHERS - US,2016,1,3,13,1866,0
ARW,62338-92944,ALL OTHERS - US,2016,2,4,14,1661,0
ARW,62338-92944,ALL OTHERS - US,2016,2,4,15,2305,0
ARW,62338-92944,ALL OTHERS - US,2016,2,4,16,2189,0
ARW,62338-92944,ALL OTHERS - US,2016,2,4,17,1942,0
ARW,62338-92944,ALL OTHERS - US,2016,2,5,18,1511,0
ARW,62338-92944,ALL OTHERS - US,2016,2,5,19,2033,0
ARW,62338-92944,ALL OTHERS - US,2016,2,5,20,1459,0
ARW,62338-92944,ALL OTHERS - US,2016,2,5,21,2608,0
ARW,62338-92944,ALL OTHERS - US,2016,2,6,22,862,0
ARW,62338-92944,ALL OTHERS - US,2016,2,6,23,1509,0
ARW,62338-92944,ALL OTHERS - US,2016,2,6,24,2029,0
ARW,62338-92944,ALL OTHERS - US,2016,2,6,25,2443,0
ARW,62338-92944,ALL OTHERS - US,2016,2,6,26,4221,0
ARW,62338-92944,ALL OTHERS - US,2016,3,7,27,890,0
ARW,62338-92944,ALL OTHERS - US,2016,3,7,28,2155,0
ARW,62338-92944,ALL OTHERS - US,2016,3,7,29,1815,0
ARW,62338-92944,ALL OTHERS - US,2016,3,7,30,3013,0
ARW,62338-92944,ALL OTHERS - US,2016,3,8,31,1061,0
ARW,62338-92944,ALL OTHERS - US,2016,3,8,32,901,0
ARW,62338-92944,ALL OTHERS - US,2016,3,8,33,1179,0
ARW,62338-92944,ALL OTHERS - US,2016,3,8,34,2386,0
ARW,62338-92944,ALL OTHERS - US,2016,3,9,35,3646,0
ARW,62338-92944,ALL OTHERS - US,2016,3,9,36,1434,0
